Date,Country,City,State,Shape,Summary,lat,lon
16-06-18-22-32,USA,Garden Grove,CA,Unknown,REDACTED,33.7746292,-117.9463716
16-06-18-22-15,USA,Kenosha,WI,Other,REDACTED,42.5846773,-87.8212262
16-06-18-22-00,USA,Canton,NY,Changing,REDACTED,44.5956163,-75.1690941
16-06-18-22-00,USA,Bradford,PA,Fireball,REDACTED,41.7746685,-76.5264612
16-06-18-21-30,USA,South Barrington,IL,Chevron,REDACTED,42.088522,-88.14840361
16-06-18-21-09,USA,Monaca,PA,Circle,REDACTED,40.6872885,-80.2714504
16-06-18-20-45,USA,Eugene,OR,Oval,REDACTED,44.10118085,-123.1523837
16-06-18-20-05,USA,Chicago,IL,Circle,REDACTED,41.8755546,-87.6244211
16-06-18-20-00,USA,Temecula,CA,Oval,REDACTED,33.4946353,-117.147366
16-06-18-19-45,USA,East Northport,NY,Circle,REDACTED,40.8767648,-73.3245613
16-06-18-18-40,USA,Farmingdale,NY,Circle,REDACTED,40.7317855,-73.44815765
16-06-18-14-00,USA,Ocean City,MD,Sphere,REDACTED,38.3348728,-75.0847658
16-06-18-13-29,USA,Ridgeway,CO,Formation,REDACTED,43.263316,-78.38075637
16-06-18-13-00,USA,Gold Beach,OR,Circle,REDACTED,42.407333,-124.4217739
16-06-18-10-45,USA,Newberry,SC,Sphere,REDACTED,34.2753247,-81.6188632
16-06-18-09-00,USA,Greensboro,NC,Rectangle,REDACTED,36.0726355,-79.7919753
16-06-18-01-20,USA,Louisville,KY,Triangle,REDACTED,38.2542376,-85.7594069
16-06-17-00-00,USA,Gaffney,SC,Circle,REDACTED,35.0717945,-81.6498194
16-06-17-22-47,USA,Spencerville,OH,Fireball,REDACTED,40.708938,-84.3535639
16-06-17-22-40,CANADA,Sarnia,ON,Sphere,REDACTED,42.9923449,-82.3800378
16-06-17-22-30,USA,Pawleys Island,SC,Circle,REDACTED,33.4293486,-79.1215911
16-06-17-21-40,USA,West Babylon,NY,Circle,REDACTED,40.712659,-73.3536779
16-06-17-21-40,USA,West Babylon,NY,Circle,REDACTED,40.712659,-73.3536779
16-06-17-21-30,USA,New Orleans,LA,Circle,REDACTED,29.9499323,-90.0701155
16-06-17-21-10,USA,Rodeo,NM,Light,REDACTED,31.8353757,-109.0311703
16-06-17-21-00,CANADA,Arnprior,ON,Sphere,REDACTED,45.435081,-76.3573839
16-06-17-20-05,USA,Oro Valley,AZ,Sphere,REDACTED,32.3909071,-110.9664879
16-06-17-20-00,USA,Milan,MI,Oval,REDACTED,41.453089,-90.5720802
16-06-17-12-15,USA,Bridgewater,NJ,Cigar,REDACTED,40.5599163,-74.5516572
16-06-17-11-50,USA,Orlando,FL,Flash,REDACTED,28.5479786,-81.41278409
16-06-17-10-23,USA,Hendersonville,TN,Triangle,REDACTED,36.3047735,-86.6199956
16-06-17-02-00,USA,Kuna,ID,Chevron,REDACTED,43.4918307,-116.4201222
16-06-17-00-02,USA,Muskegon,MI,Light,REDACTED,43.2341813,-86.248392
16-06-16-22-47,USA,Centerburg,OH,Other,REDACTED,40.3045067,-82.6962828
16-06-16-22-40,USA,Bristol,TN,Circle,REDACTED,36.5319856,-82.2794491
16-06-16-22-26,USA,San Antonio,TX,Diamond,REDACTED,29.4246002,-98.4951404
16-06-16-22-10,USA,Hopkinsville,KY,Fireball,REDACTED,36.8657651,-87.4889531
16-06-16-21-59,USA,Portsmouth,VA,Light,REDACTED,36.8354258,-76.2982741
16-06-16-21-45,CANADA,Gatineau,QC,Teardrop,REDACTED,45.4563052,-75.7228827
16-06-16-21-45,USA,Bridgewater,PA,Formation,REDACTED,40.706715,-80.29868855
16-06-16-20-45,USA,Lakewood,CO,Other,REDACTED,39.6311085,-105.1100581
16-06-16-20-40,USA,Pretty Prairie,KS,Rectangle,REDACTED,37.7800136,-98.0197791
16-06-16-20-00,USA,Henderson,NV,Cylinder,REDACTED,36.0391456,-114.9819234
16-06-16-14-45,USA,Box Elder,SD,Oval,REDACTED,44.1333654,-103.0645142
16-06-16-13-00,USA,Boise,ID,Sphere,REDACTED,43.61656,-116.2008349
16-06-16-11-45,USA,Cornelia,GA,Circle,REDACTED,34.5114883,-83.5271165
16-06-16-01-00,USA,Orange City,FL,Light,REDACTED,28.9488761,-81.298674
16-06-16-00-50,USA,Rapid City,SD,Sphere,REDACTED,44.0811755,-103.2280059
16-06-15-23-49,USA,Watertown,MA,Diamond,REDACTED,42.3709299,-71.182832
16-06-15-23-00,USA,Lancaster,OH,Light,REDACTED,39.7136754,-82.5993293
16-06-15-23-00,USA,Lancaster,OH,Formation,REDACTED,39.7136754,-82.5993293
16-06-15-22-15,USA,Tarzana,CA,Oval,REDACTED,34.1727967,-118.5533689
16-06-15-21-55,USA,New Hope,MN,Sphere,REDACTED,45.0380201,-93.3866184
16-06-15-21-50,USA,Hebe,PA,Circle,REDACTED,40.6614738,-76.7346887
16-06-15-21-45,USA,Jonesborough,TN,Light,REDACTED,36.2942723,-82.4734785
16-06-15-20-25,USA,Mount Vernon,OH,Circle,REDACTED,40.3933956,-82.485718
16-06-15-20-00,CANADA,Ingersoll,ON,Other,REDACTED,43.037725,-80.8821099
16-06-14-23-00,USA,Park Rapids,MN,Circle,REDACTED,46.9221813,-95.0586321
16-06-14-21-30,USA,Bourne,MA,Light,REDACTED,41.7412166,-70.5989195
16-06-14-21-10,USA,Pittsburgh,PA,Fireball,REDACTED,40.4416941,-79.990086
16-06-14-21-00,USA,Brunswick,ME,Unknown,REDACTED,43.9145244,-69.9653277
16-06-14-19-30,USA,Pompano Beach,FL,Other,REDACTED,26.2378597,-80.1247666
16-06-14-19-30,USA,Pompano Beach,FL,Other,REDACTED,26.2378597,-80.1247666
16-06-14-11-05,USA,Richmond,KY,Cigar,REDACTED,37.7478572,-84.2946538
16-06-14-11-00,USA,Danvers,MA,Triangle,REDACTED,42.5750946,-70.9300506
16-06-14-01-13,USA,Anchorage,AK,Flash,REDACTED,61.2163129,-149.8948522
16-06-13-23-45,USA,Las Vegas,NV,Light,REDACTED,36.1662859,-115.1492249
16-06-13-22-30,USA,Phoenix,AZ,Circle,REDACTED,33.4485866,-112.0773455
16-06-13-21-30,USA,Warrington,PA,Light,REDACTED,40.2483149,-75.15900241
16-06-13-04-00,USA,Creston,MT,Unknown,REDACTED,48.1894036,-114.1373428
16-06-13-02-00,USA,Phoenix,AZ,Circle,REDACTED,33.4485866,-112.0773455
16-06-13-00-15,USA,South Bend,IN,Unknown,REDACTED,41.6833813,-86.2500065
16-12-06-23-30,USA,Phoenix,AZ,Light,REDACTED,33.4485866,-112.0773455
16-12-06-21-15,USA,Palo Alto,CA,Fireball,REDACTED,37.442156,-122.1634471
16-12-06-21-10,USA,Kure Beach,NC,Diamond,REDACTED,33.9968399,-77.907208
16-12-06-21-00,USA,Front Royal,VA,Light,REDACTED,38.9178538,-78.1917717
16-12-06-20-58,USA,Redondo Beach,CA,Light,REDACTED,33.8455911,-118.3886765
16-12-06-20-00,USA,Denver,CO,Cylinder,REDACTED,39.7348381,-104.965327
16-12-06-19-55,USA,Santa Fe Springs,CA,Light,REDACTED,33.9482434,-118.0676102
16-12-06-19-42,USA,Tacoma,WA,Sphere,REDACTED,47.248404,-122.4616679
16-12-06-17-48,USA,Golden,CO,Other,REDACTED,39.755543,-105.2210996
16-12-06-04-00,USA,Indianapolis,IN,Circle,REDACTED,39.7683331,-86.1583501
16-12-06-01-30,USA,Lower Makefield,PA,Light,REDACTED,40.2312713,-74.84670226
16-12-06-01-05,USA,Shakopee,MN,Other,REDACTED,44.7980186,-93.5268985
16-12-06-00-00,USA,New York,NY,Disk,REDACTED,40.7305991,-73.9865811
16-12-06-00-00,USA,New York City,NY,Disk,REDACTED,40.7305991,-73.9865811
16-11-06-23-57,USA,Laguna Beach,CA,Unknown,REDACTED,33.5420888,-117.7834146
16-11-06-23-20,USA,Peoria,AZ,Unknown,REDACTED,33.5766205,-112.2398261
16-11-06-23-15,USA,West Bangor,PA,Fireball,REDACTED,39.7301046,-76.3130138
16-11-06-23-00,USA,Bloomsburg,PA,Fireball,REDACTED,41.0041213,-76.4538159
16-11-06-23-00,USA,La Puente,CA,Oval,REDACTED,34.01979,-117.9503676
16-11-06-23-00,USA,Shaver Lake,FL,Circle,REDACTED,37.0967904,-119.3783781
16-11-06-23-00,USA,Cambridge,MA,Unknown,REDACTED,42.3750997,-71.1056156
16-11-06-22-53,USA,Fredenberg,MN,Light,REDACTED,46.9738264,-92.2193206
16-11-06-22-20,USA,Winter Park,FL,Circle,REDACTED,28.6000625,-81.34274374
16-11-06-22-00,USA,Laguna Niguel,CA,Fireball,REDACTED,33.5225261,-117.7075525
16-11-06-21-50,USA,Sonoma,CA,Changing,REDACTED,38.5110803,-122.8473387
16-11-06-21-45,USA,Des Peres,MO,Light,REDACTED,38.5950643,-90.45567587
16-11-06-21-40,USA,Madison,WI,Circle,REDACTED,43.074761,-89.3837612
16-11-06-21-40,USA,Westland,MI,Formation,REDACTED,42.3238056,-83.400532
16-11-06-21-30,USA,Dothan,AL,Formation,REDACTED,31.2232313,-85.3904888
16-11-06-20-00,USA,Newburgh,IN,Triangle,REDACTED,41.5034271,-74.0104178
16-11-06-19-08,USA,Lafayette,LA,Cigar,REDACTED,30.2240897,-92.0198426
16-11-06-18-25,USA,North Hollywood,CA,Diamond,REDACTED,34.1729044,-118.374037
16-11-06-11-10,USA,Laveen,AZ,Diamond,REDACTED,33.3618814,-112.153386
16-11-06-11-00,USA,Cedar Rapids,IA,Unknown,REDACTED,41.9758872,-91.6704052
16-11-06-11-00,USA,Walden,CO,Sphere,REDACTED,40.7316433,-106.2836372
16-11-06-07-00,USA,Buckeye,AZ,Sphere,REDACTED,33.377888,-112.572688
16-11-06-01-00,USA,Cranston,RI,Light,REDACTED,41.7809588,-71.4371256
16-10-06-23-30,USA,Santa Fe,NM,Disk,REDACTED,35.6869996,-105.9377996
16-10-06-23-30,USA,Chino,CA,Light,REDACTED,34.0133561,-117.6900749
16-10-06-23-00,USA,Lancaster,SC,Unknown,REDACTED,34.6628067,-80.7005459
16-10-06-23-00,USA,Garner,NC,Light,REDACTED,35.7112642,-78.6141708
16-10-06-22-53,CANADA,Orono,ON,Light,REDACTED,43.975028,-78.6164469
16-10-06-22-35,USA,Carmel,ME,Cross,REDACTED,44.7975688,-69.0511536
16-10-06-22-30,CANADA,Sharron,ON,Light,REDACTED,42.2487615,-82.9906442
16-10-06-22-30,USA,Mount Laurel,NJ,Triangle,REDACTED,39.934002,-74.8909987
16-10-06-22-30,USA,Occoquan,VA,Fireball,REDACTED,38.683727,-77.2602609
16-10-06-22-05,USA,Indian Trail,NC,Fireball,REDACTED,35.0768141,-80.6692351
16-10-06-22-00,USA,Apex,NC,Light,REDACTED,35.732535,-78.8505519
16-10-06-22-00,USA,Greensboro,NC,Fireball,REDACTED,36.0726355,-79.7919753
16-10-06-21-55,USA,Princeton,WV,Light,REDACTED,37.366328,-81.1025774
16-10-06-21-30,USA,Potwin,KS,Unknown,REDACTED,37.9389063,-97.0197556
16-10-06-21-12,USA,Ormond Beach,FL,Unknown,REDACTED,29.2858129,-81.0558893
16-10-06-20-30,USA,St. Louis,MO,Light,REDACTED,38.6272733,-90.1978888
16-10-06-18-10,USA,Agoura Hills,CA,Oval,REDACTED,34.1363945,-118.7745347
16-10-06-04-35,USA,Seattle,WA,Unknown,REDACTED,47.6038321,-122.3300623
16-10-06-04-30,USA,Mercer Island,WA,Light,REDACTED,47.5602073,-122.2201422
16-10-06-00-20,USA,Wichita,KS,Diamond,REDACTED,37.6922361,-97.3375447
16-09-06-22-10,USA,Mooresville,NC,Light,REDACTED,35.5848596,-80.8100723
16-09-06-22-00,CANADA,Winnipeg,MB,Circle,REDACTED,49.8833343,-97.166674
16-09-06-21-30,USA,Fredericksburg,VA,Flash,REDACTED,38.3031837,-77.4605398
16-09-06-20-50,USA,Thomasville,NC,Oval,REDACTED,35.8831786,-80.0818169
16-09-06-18-00,USA,Florence,KY,Rectangle,REDACTED,38.9989499,-84.626611
16-09-06-13-00,USA,Little River,SC,Cigar,REDACTED,33.8566982,-78.5668656
16-09-06-12-00,USA,De Tour Village,MI,Light,REDACTED,45.9873635,-83.90419161
16-09-06-10-50,USA,Charlotte,NC,Formation,REDACTED,35.2270869,-80.8431267
16-09-06-01-00,USA,Lucedale,MS,Flash,REDACTED,30.9151871,-88.5986349
16-08-06-23-16,USA,Flanders,NY,Light,REDACTED,40.9034328,-72.6175935
16-08-06-23-16,USA,Flanders,NY,Light,REDACTED,40.9034328,-72.6175935
16-08-06-22-05,USA,Okmulgee,OK,Light,REDACTED,35.6677078,-95.9690121
16-08-06-21-10,USA,Anaheim,CA,Light,REDACTED,33.8347516,-117.9117319
16-08-06-21-00,USA,Palm Springs,CA,Triangle,REDACTED,33.8246269,-116.5403029
16-08-06-20-40,USA,Fuquay Varina,NC,Disk,REDACTED,35.584429,-78.7999819
16-08-06-20-30,USA,Indio,CA,Sphere,REDACTED,33.7192808,-116.2188053
16-08-06-18-20,USA,Buena Park,CA,Egg,REDACTED,33.870413,-117.9962164
16-08-06-13-35,USA,South Lake Tahoe,CA,Other,REDACTED,38.929125,-119.9878464
16-08-06-10-23,USA,Boone,NC,Other,REDACTED,36.216795,-81.6745516
16-08-06-09-05,USA,Ridgecrest,CA,Oval,REDACTED,35.6225064,-117.6699413
16-08-06-04-15,USA,Independence,LA,Light,REDACTED,37.2242358,-95.708313
16-07-06-23-15,USA,Fall Creek,OR,Sphere,REDACTED,44.0507048,-121.734119
16-07-06-22-00,USA,Stanley,VA,Circle,REDACTED,38.5754001,-78.5025088
16-07-06-21-39,USA,Long Beach,CA,Fireball,REDACTED,33.78538945,-118.1580492
16-07-06-21-30,USA,Milwaukee,WI,Formation,REDACTED,43.0349931,-87.9224969
16-07-06-21-30,USA,Butler,WI,Circle,REDACTED,43.1058437,-88.0695337
16-07-06-21-15,USA,Myrtle Beach,SC,Light,REDACTED,33.6956461,-78.8900408
16-07-06-21-00,USA,North Myrtle Beach,SC,Circle,REDACTED,33.8278405,-78.6800322
16-07-06-20-00,USA,Buffalo,MO,Light,REDACTED,40.8421618,-99.0845815
16-06-06-23-45,USA,Columbus,OH,Fireball,REDACTED,39.9622601,-83.0007064
16-06-06-23-45,USA,Covington,VA,Light,REDACTED,37.7934528,-79.9939483
16-06-06-23-00,USA,Naperville,IL,Circle,REDACTED,41.7729107,-88.1478669
16-06-06-22-30,USA,Longmeadow,MA,Circle,REDACTED,42.0500953,-72.5828661
16-06-06-21-45,USA,Vienna,WV,Changing,REDACTED,39.3208866,-81.5512638
16-06-06-16-20,USA,Quaker Hill,CT,Unknown,REDACTED,41.2047051,-73.8604767
16-06-06-16-20,USA,Quaker Hill,CT,Circle,REDACTED,41.2047051,-73.8604767
16-06-06-14-20,USA,Gold Bar,WA,Cylinder,REDACTED,47.8540432,-121.6932028
16-06-06-14-00,USA,Pleasanton,CA,Teardrop,REDACTED,37.6624312,-121.8746788
16-06-06-11-45,USA,St. Charles,MO,Flash,REDACTED,38.783194,-90.482368
16-06-06-11-42,USA,Troy,MO,Flash,REDACTED,38.9794923,-90.9806953
16-06-06-11-15,USA,Elkland,MO,Oval,REDACTED,37.4430998,-93.0310149
16-06-06-10-30,USA,Cedarcreek,MO,Cigar,REDACTED,36.578953,-92.9976755
16-06-06-08-38,USA,Godfrey,IL,Fireball,REDACTED,38.9556031,-90.1867764
16-06-06-04-30,USA,Mohave Valley,AZ,Sphere,REDACTED,35.0527235,-114.5716529
16-06-06-02-16,USA,Sentinel Butte,ND,Light,REDACTED,46.8711245,-103.8354774
16-05-06-22-30,USA,Louisville,CO,Circle,REDACTED,39.977763,-105.1319295
16-05-06-21-50,USA,Central Square,NY,Circle,REDACTED,43.286736,-76.1460359
16-05-06-21-45,CANADA,Montreal,QC,Light,REDACTED,45.497684,-73.6125179
16-05-06-21-15,USA,Middletown,IL,Circle,REDACTED,41.5623209,-72.6506487
16-05-06-20-30,USA,Deer Trail,CO,Other,REDACTED,39.6114346,-104.0614806
16-05-06-10-00,USA,Como,NC,Disk,REDACTED,36.5015414,-77.0094073
16-05-06-04-00,USA,Valley Village,CA,Other,REDACTED,34.1619724,-118.4024309
16-05-06-02-12,USA,Anchorage,AK,Light,REDACTED,61.2163129,-149.8948522
16-04-06-22-30,USA,Santa Clarita,CA,Formation,REDACTED,34.3916641,-118.5425859
16-04-06-22-30,USA,Joshua Tree,CA,Oval,REDACTED,34.1265408,-116.3209478
16-04-06-22-05,USA,Andover,KS,Circle,REDACTED,37.7139041,-97.1364293
16-04-06-22-00,USA,Joshua Tree,CA,Unknown,REDACTED,34.1265408,-116.3209478
16-04-06-21-40,USA,Crooks,SD,Unknown,REDACTED,43.664697,-96.8108859
16-04-06-21-35,USA,Lakeland,FL,Sphere,REDACTED,28.0470698,-81.9539368
16-04-06-21-30,USA,Muskego,WI,Light,REDACTED,42.905848,-88.1389778
16-04-06-21-23,USA,Murrells Inlet,SC,Circle,REDACTED,33.5313194,-79.0364539
16-04-06-21-20,USA,Medford,MA,Light,REDACTED,42.4184296,-71.1061638
16-04-06-21-00,USA,North Hardeeville,SC,Circle,REDACTED,32.2756634,-81.0799733
16-04-06-21-00,USA,Des Moines,IA,Light,REDACTED,41.5910641,-93.6037148
16-04-06-20-46,USA,Nappannee,IN,Light,REDACTED,41.7199134,-86.5903543
16-04-06-20-30,USA,Cliffdell,WA,Fireball,REDACTED,46.9462292,-121.0689707
16-04-06-20-30,USA,Cliffdell,WA,Fireball,REDACTED,46.9462292,-121.0689707
16-04-06-20-30,USA,Las Vegas,NV,Light,REDACTED,36.1662859,-115.1492249
16-04-06-20-00,USA,Boise,ID,Unknown,REDACTED,43.61656,-116.2008349
16-04-06-19-45,USA,Fair Oaks,CA,Circle,REDACTED,39.3784978,-123.3413983
16-04-06-17-00,USA,Lancaster,CA,Disk,REDACTED,34.6981064,-118.1366152
16-04-06-10-00,USA,Richmond,VA,Other,REDACTED,37.5385087,-77.4342799
16-04-06-01-25,USA,Manhattan,KS,Light,REDACTED,39.1836082,-96.5716693
16-03-06-23-50,USA,Portland,OR,Circle,REDACTED,45.5202471,-122.6741948
16-03-06-23-45,USA,North Adams,MA,Sphere,REDACTED,42.700915,-73.1087147
16-03-06-23-40,USA,Tacoma,WA,Circle,REDACTED,47.248404,-122.4616679
16-03-06-23-00,USA,Athol,MA,Light,REDACTED,42.5959203,-72.2267496
16-03-06-22-55,USA,Lincoln Park,MI,Disk,REDACTED,42.2505943,-83.178536
16-03-06-22-30,USA,Philadelphia,PA,Light,REDACTED,39.9523993,-75.1635898
16-03-06-22-00,USA,Loudon,NH,Flash,REDACTED,43.285703,-71.4674379
16-03-06-22-00,USA,Orange,CA,Light,REDACTED,33.7500378,-117.870493
16-03-06-21-45,USA,San Francisco,CA,Rectangle,REDACTED,37.7792808,-122.4192362
16-03-06-21-40,USA,Cherry Grove,SC,Changing,REDACTED,33.8278989,-78.6452006
16-03-06-21-30,USA,Myrtle Beach,SC,Fireball,REDACTED,33.6956461,-78.8900408
16-03-06-21-20,USA,Toledo,OH,Other,REDACTED,41.6786754,-83.5127282
16-03-06-21-00,USA,Norwalk,CA,Unknown,REDACTED,33.9092802,-118.0849168
16-03-06-21-00,USA,South Berwick,ME,Light,REDACTED,43.2345292,-70.8095017
16-03-06-21-00,USA,South Berwick,ME,Light,REDACTED,43.2345292,-70.8095017
16-03-06-21-00,USA,Middletown,IL,Other,REDACTED,41.5623209,-72.6506487
16-03-06-20-00,USA,Thomasville,NC,Light,REDACTED,35.8831786,-80.0818169
16-03-06-18-00,CANADA,Chatsworth,ON,Light,REDACTED,44.4560807,-80.8978757
16-03-06-14-05,USA,Wittmann,AZ,Cylinder,REDACTED,33.7782918,-112.5297623
16-03-06-11-35,USA,Twentynine Palms Highway,CA,Oval,REDACTED,34.1206411,-116.4367483
16-03-06-01-00,USA,Poplar,MT,Light,REDACTED,48.113074,-105.1983149
16-03-06-00-00,USA,Algonquin,IL,Light,REDACTED,42.1655801,-88.2942492
16-03-06-00-00,USA,Hoover,AL,Circle,REDACTED,40.2336275,-76.8245182
16-02-06-23-00,USA,Sun City,AZ,Formation,REDACTED,33.6290111,-112.2819336
16-02-06-22-45,USA,Portland,OR,Triangle,REDACTED,45.5202471,-122.6741948
16-02-06-16-00,USA,Hurst,TX,Teardrop,REDACTED,32.8234621,-97.1705677
16-02-06-04-00,USA,Tucson,AZ,Circle,REDACTED,32.2217422,-110.9264758
16-02-06-04-00,USA,Glendale,AZ,Other,REDACTED,33.5389854,-112.1858156
16-02-06-04-00,USA,Phoenix,AZ,Unknown,REDACTED,33.4485866,-112.0773455
16-02-06-04-00,USA,Phoenix,AZ,Fireball,REDACTED,33.4485866,-112.0773455
16-02-06-03-56,USA,Kingman,AZ,Unknown,REDACTED,35.189443,-114.0530064
16-02-06-03-56,USA,Scottsdale,AZ,Flash,REDACTED,33.5091215,-111.8992364
16-02-06-03-55,USA,Phoenix,AZ,Unknown,REDACTED,33.4485866,-112.0773455
16-02-06-03-55,USA,Lakeside,AZ,Flash,REDACTED,34.154488,-109.9734404
16-02-06-03-55,USA,Las Vegas,NV,Fireball,REDACTED,36.1662859,-115.1492249
16-02-06-03-45,USA,Tempe,AZ,Fireball,REDACTED,33.4144139,-111.9094473
16-02-06-00-00,USA,Hickory,NC,Flash,REDACTED,35.7331895,-81.3412005
16-01-06-22-45,USA,Las Vegas,NV,Other,REDACTED,36.1662859,-115.1492249
16-01-06-22-11,USA,Hyannis,MA,Triangle,REDACTED,41.6528995,-70.28281
16-01-06-21-30,USA,Lynchburg,VA,Diamond,REDACTED,37.40088,-79.18449229
16-01-06-21-12,USA,New Lenox,IL,Light,REDACTED,41.5119761,-87.9656097
16-01-06-13-00,USA,Elk Grove,CA,Other,REDACTED,38.4087993,-121.3716177
16-01-06-11-30,USA,San Jose,CA,Cylinder,REDACTED,37.3361905,-121.8905832
16-01-06-10-30,USA,Harrington,DE,Unknown,REDACTED,38.9237244,-75.5777032
16-01-06-04-00,USA,Avondale,AZ,Flash,REDACTED,33.4359175,-112.340502
16-01-06-01-00,USA,Greeley,CO,Light,REDACTED,38.4570355,-101.8185006
16-01-06-00-52,USA,West Greenwich,RI,Light,REDACTED,41.6226185,-71.6657891
16-05-31-23-00,USA,Bloomfield,NM,Flash,REDACTED,36.7111165,-107.9845115
16-05-31-21-30,USA,Honey Brook,PA,Diamond,REDACTED,40.0942664,-75.9113305
16-05-31-18-00,USA,Pittsburgh,PA,Sphere,REDACTED,40.4416941,-79.990086
16-05-31-16-15,USA,Scarborough,ME,Cross,REDACTED,43.59622635,-70.33005558
16-05-31-00-00,USA,North Berwick,ME,Unknown,REDACTED,43.304194,-70.7334139
16-05-30-22-15,USA,Elyria,OH,Sphere,REDACTED,41.368251,-82.1065756
16-05-30-22-00,USA,Tampa,FL,Circle,REDACTED,27.9518491,-82.4563971
16-05-30-21-50,USA,Blue Island,IL,Circle,REDACTED,41.65530805,-87.67759052
16-05-30-21-45,USA,Byron,GA,Triangle,REDACTED,32.6537561,-83.7596293
16-05-30-21-15,USA,Palm Coast,FL,Sphere,REDACTED,29.5541432,-81.2207672
16-05-30-21-15,USA,North Syracuse,NY,Light,REDACTED,43.13479,-76.1299239
16-05-30-21-11,USA,Central Square,NY,Sphere,REDACTED,43.286736,-76.1460359
16-05-30-21-00,USA,Phoenix,AZ,Changing,REDACTED,33.4485866,-112.0773455
16-05-30-20-35,USA,Avondale,AZ,Oval,REDACTED,33.4359175,-112.340502
16-05-30-15-40,USA,Lake Stevens,WA,Chevron,REDACTED,48.0197794,-122.0660913
16-05-30-03-00,USA,Litchfield,MN,Light,REDACTED,45.1271847,-94.5280473
16-05-30-02-30,USA,Troy,ME,Circle,REDACTED,44.6647908,-69.2408795
16-05-30-02-20,CANADA,Brockville,ON,Cylinder,REDACTED,44.591445,-75.6865309
16-05-30-01-00,USA,Ely,MN,Unknown,REDACTED,47.9032372,-91.8670872
16-05-30-00-00,USA,Taylors Falls,MN,Changing,REDACTED,45.4020358,-92.6529087
16-05-30-00-00,USA,Auburn,WA,Fireball,REDACTED,47.3075369,-122.2301807
16-05-29-23-59,USA,Fallon,NV,Triangle,REDACTED,39.4738129,-118.7783955
16-05-29-23-30,USA,Buckeye,AZ,Light,REDACTED,33.377888,-112.572688
16-05-29-23-00,USA,Missoula,MT,Circle,REDACTED,46.8700801,-113.9952795
16-05-29-22-45,USA,Lynden,WA,Sphere,REDACTED,48.9466041,-122.4569314
16-05-29-22-20,USA,Shinnston,WV,Light,REDACTED,39.3953654,-80.3008401
16-05-29-22-15,USA,Cumming,GA,Light,REDACTED,34.2073196,-84.1401925
16-05-29-22-15,USA,Cumming,GA,Light,REDACTED,34.2073196,-84.1401925
16-05-29-22-00,USA,Canton,IL,Rectangle,REDACTED,40.5580945,-90.0351166
16-05-29-21-45,USA,Byron,GA,Triangle,REDACTED,32.6537561,-83.7596293
16-05-29-21-45,USA,Abilene,TX,Light,REDACTED,32.4464534,-99.7333477
16-05-29-21-17,USA,Boynton Beach,FL,Triangle,REDACTED,26.5253491,-80.0664308
16-05-29-21-08,USA,Madison,WI,Formation,REDACTED,43.074761,-89.3837612
16-05-29-21-04,USA,Port St. Lucie,FL,Light,REDACTED,27.2939333,-80.3503282
16-05-29-21-03,USA,Port St. Lucie,FL,Light,REDACTED,27.2939333,-80.3503282
16-05-29-21-00,USA,Mt. Juliet,TN,Circle,REDACTED,36.200055,-86.5186053
16-05-29-21-00,USA,Braidwood,IL,Other,REDACTED,41.2650318,-88.2122822
16-05-29-20-50,CANADA,Vaughn,ON,Diamond,REDACTED,43.0100818,-81.1432935
16-05-29-20-45,USA,Suffield,CT,Other,REDACTED,41.5410322,-72.8544022
16-05-29-20-40,USA,Troy,MO,Cross,REDACTED,38.9794923,-90.9806953
16-05-29-20-28,USA,Madison,WI,Light,REDACTED,43.074761,-89.3837612
16-05-29-20-28,USA,Franklin,TN,Rectangle,REDACTED,35.925193,-86.8689364
16-05-29-18-08,USA,Anchorage,AK,Rectangle,REDACTED,61.2163129,-149.8948522
16-05-29-15-30,USA,Plainfield,IL,Sphere,REDACTED,41.623191,-88.22843248
16-05-29-11-43,USA,Scottsdale,AZ,Other,REDACTED,33.5091215,-111.8992364
16-05-29-03-00,USA,Port Clinton,OH,Circle,REDACTED,41.5119954,-82.9376918
16-05-29-01-00,USA,Concord,MA,Oval,REDACTED,42.4605189,-71.3488962
16-05-29-00-30,USA,Jacksonville,FL,Triangle,REDACTED,30.3321838,-81.6556509
16-05-29-00-00,USA,Lowell,IN,Triangle,REDACTED,41.2914244,-87.4205902
16-05-28-23-30,USA,Susquehanna,PA,Light,REDACTED,41.8218729,-75.8170766
16-05-28-22-25,USA,Aurora,CO,Circle,REDACTED,43.6963371,-98.572246
16-05-28-22-00,USA,Johnsonville,NC,Circle,REDACTED,35.0114698,-84.2629743
16-05-28-22-00,USA,Montgomery village,MD,Light,REDACTED,39.1729034,-77.2030296
16-05-28-21-30,USA,Brooksville,FL,Unknown,REDACTED,28.5552719,-82.3878708
16-05-28-21-30,USA,Woodville,TX,Circle,REDACTED,30.7752011,-94.4154757
16-05-28-21-02,USA,Brigantine,NJ,Fireball,REDACTED,39.410117,-74.3645909
16-05-28-21-00,USA,Wakefield,NH,Sphere,REDACTED,43.568452,-71.0307309
16-05-28-17-50,USA,Cedarburg,WI,Circle,REDACTED,43.2966716,-87.9875897
16-05-28-14-59,USA,Evergreen,CO,Other,REDACTED,39.632845,-105.3232994
16-05-28-11-47,USA,Orlando,FL,Light,REDACTED,28.5479786,-81.41278409
16-05-28-11-00,USA,Burlington,IA,Sphere,REDACTED,40.8075391,-91.1129233
